ID,Label,Content
neg_3397,0,告诉大家这个饭店千万别去。这说的是标准的“5”星饭店，不过是连4形都答不到的地方，里面除了饭店凉快。你就别想在找到凉快的地方，为什么呢？因为要钱。一杯冰水10块。因为大厅热的要死没办法。游泳和健身的在5星是免费对客人的，但是在这里要收钱游泳68块。健身20块一个人，打乒乓求和台球的是20，30一个小时。这是度假村啊还是一般的小饭店啊。真是有意思。说是标准的5星我看不出质量在那里，在就是员工的素质。全是附近的农民招的，因为这里到一个近的镇上有20多公里，附近也没吃的也没可以买到到东西。这里餐厅一个3块啤酒要卖到15块。而且餐厅有蝴蝶拌你吃饭呢。不知道是恶心啊还是乐趣？！5星饭店有这样的事情吗？说好下午1点退房的。当着客人的面说要问大副是不是收半天房价，可笑只既！四川的一般管理公司就是不一样。床硬的要死，洗澡的水是黄色的，我放水30分钟后还是那样的蛋黄色，本想洗泡泡浴的。这样的水能够洗澡吗？还是省省回家去吧，不信我的朋友们你们可以去感受一下在看看我的留言你们就知道是不是这样的了，我问服务员住店客人为什么还要收游泳和健身的钱。他们的回答是我们这里所有项目都是要收费的。我无语了，还能怎么样呢？  大厅看上去很好。厅里的小河流的水是黄河来的水，看不到清澈的水底鱼。真遗憾。到处都有落叶不重试环境和美观。看了你来气。这直我的房费980元的套房和610元的双标吗？遗憾啊。后悔啊。还不如住在景区内的3星饭店呢。那有2家饭店收费合理直这房费的地方。也能够买到东西。也可以在外面吃到地道的农家饭。比这个所谓的5星饭店不知道要好过多少倍。那3星饭店就是在景区翡翠长廊边上。  强调一下，这个”5“星饭店到景区大概应该还有20几公里，这是我的亲身体会，告诉一下我的朋友门。别花冤枉钱，住就要有个舒服的感觉和值得不值得花的钱。  补充点评 2007年7月20日 ： 总之那里的环境之差是你想不到的，吃早点还是在黑黑的河水上吃的。而且吃东西的地方离主动地方很远。那床还不如3星饭店的床呢，在四川的宜宾所谓的5星饭店，真正的体会到什么是坐要坐钱，找个凉快的地方也的要钱。那你还有什么地方可以避暑或是说休息的地方呢？给钱，还不是很好的呢，去了你一定会后悔，不信你可以去了试试就知道了，况且那改死的地方离竹海还有2。30公里呢，有句话怎么说的，前不着村，后不着店的，你去了会有意思吗？  更加离谱的是没挂星的地方一个2块的啤酒要卖15块一个，我靠！  另可住在竹海里地星，2星饭店也不住在这里，那服务员的素质2星的都不如，普通话可以让你吃的都吐出来，我也不想在说什么了，不信的去了就知道什么是差了！！什么是后悔了！！
neg_568,0,纪事，不像小说，文学爱好者看不下去，上班族打工者还可以看看消遣，文学艺术谈不上，没有欣赏的心情。宣传过于夸张了。我读书速度还是偏快的，但是这书读了两晚上才60多页，我喜欢的书一晚上能读150－200页。
neg_1650,0,"最好别去,很差,看完很差想换酒店,他们竟跟我要服务费.也没待那房间2分种,居然解决了问题,可觉的下次不能去的,"
neg_138,0,评个鸟~~~~~订了三次投诉两次都没给我送过来，连书长什么样子都还不知道！每次投诉就只会说对不起，根本就没给我解决问题，没书又不说，就直接给寄其他的过来，前后都三个月了，一共订了几次，算了，不订了。
neg_1200,0,该酒店装修比较成旧。我房间的浴室出水很小，洗澡很不方便。
neg_3728,0,"当时住的时候火车站还没有搬回来，本来想离火车站近点的,谁想那段时间用的临时火车站,反倒远了。  半夜2点入住,前台一个男的,爱搭不理的,后来来了个女的还不错,可能他们也困了吧。前台不大.那个时候在修路.而且从临时火车站到酒店的出租车还绕路，我明知道他绕路,心象就让他绕去吧，知道他什么德行就算了，如果把我扔在半路,2点那真是有钱都没用了。最后多绕了不到5块钱(何苦呢!^%)  到了房间，发现可能是火车站不用生意不好，房间没有人用，太多尘土了，到处都是  网络还有病毒.  最受不了的,是前台的态度.退了房想寄存.说奥运期间不能存,好了，那就接受吧。可是这个时候来了个人，要寄存,他们就给他存了.我就问为什么我就不能存他能存,他们还很横的和我说他没有退房(然后那个男的纠正说他退了房了).我就和她们争,最后她们也给我存了，不知道他们是怎么培训的，还和客人吵架~~~~~~"
neg_1715,0,地方偏僻，而且禮賓部根本是沒人服務的，前幾天去住的時候，空調都沒有，酒店借口說，已經開了，但是一點風聲都沒有，為了省錢，搞的這樣，好誇張。  下次一定不會入住該店了。
neg_3378,0,这家号称当地最好挂牌4星的酒店真的名不副实，酒店家具房间都很陈旧，特别是2号楼，有点恐怖住里面！慎用！！！
neg_1345,0,"房间太旧,太吵.洗手间没有热水,建议携程取消和其合作.  补充点评 2007年11月11日 ： 服务态度恶劣,言语不是太冲就是冷冰冰的,房间设施陈旧.卫生间小."
neg_3682,0,本来定了3天，不过实在冷死了，，，没空调，也没有给暖气之类的  打电话问前台，说没办法。那只能退房。  根本不是4星级。延吉这个地方，找个小一点，干净一点的酒店住住更好  换的是国贸附近的，有民俗房有地暖，还有空调 舒服死了 才160元。
neg_587,0,告诉我们如何在当今竞争激烈的环境中，尤其是外企，凭借自己的努力，一步步地实现自己的目标的故事。当然主人工拉拉很可爱，我们要学习她对于工作的认真执着，遇到问题总是善于总结，善于与公司上上下下的人打交道的技巧。
neg_2990,0,性价比就算可以，但地点有点背，很多出租车不太认识，又是单行路所以交通不是很方便。但考虑到价格因素，这家店还可以。就是房间带个窗户是露在走廊里，没窗帘隔音不好。所以私密性不是很好。
neg_2139,0,我们于11月初入住该酒店450元/天房间。感觉还行。就是客房把一次性睡衣和不收费睡衣放在一起，外包装一样。一次性睡衣收费98元，只要开封即视为使用。问题在于2种睡衣放在一起，且没有明显标示。而且该酒店没有窗户，室内光线也不好，如果没有把2个睡衣拿起来仔细分辨很容易就随便拿一个算了，把一次性睡衣撕开包装口。  作为服务行业的酒店是不是该提供鲜明的收费标识说明，以免客户发生错误？
neg_2569,0,1.上了半天网，都上不去，问酒店，答曰坏了。气愤！  2.晚上入住适逢变天，天气变冷，开了半天空调，竟然还是冷风，问酒店，答曰晚上关空调。晕！床上只有一床单被，到处找被子，无。问酒店要，半小时催了三次电话才来。还是冷，要求在加一床被子，服务员去后再也没回，打到总台，又等了半天，回复没被子了。不把顾客当人啊。  3.一晚没睡成，凌晨5点多，被不知道哪里来的低沉的轰鸣声吵醒。在房间找了半天没查出哪里来得声音，叫来服务员，（半小时催了三四次才来，人都要疯掉）。六点多服务员才来，也解决不了。就这么一夜没睡。买气受来了。  4.到总台要求当班经理来解释，换了几个人来，说了几遍，酒店不断去落实事情真相，最后才来一个自称客服经理的，说却有其事，表示道歉，做了一小时的冷板凳，一口热水没喝，口都讲干了。这就是他们的诚意。  总结：硬件老旧，服务太差。
neg_2093,0,酒店服务非常差，设备一般，加床是硬板床且收费很高，服务员态度很差，就像没有经过培训，业务也不熟练，根本不像三星级的酒店。
neg_1892,0,可以坐地铁8号线，在曲阜路下车出地铁就到了。西藏北路路口出。到对面就能找到国庆路。不过这个酒店的毛巾，浴巾相当的旧，而且还是黄色的那种，我都没有用过。还好只是住了一天。比较起来对面的晋元大酒店在这方面做的就好多了，旧是旧了点但是毛巾比较好，起码可以用。不过这个地方相对来说很安静。
neg_2247,0,酒店只能用几个字来形容，脏乱差，半夜三更有按摩小姐骚扰你，让你休息不好！如果你抗议，小姐会告诉你这是他们的协议！不知道什么协议？
neg_1938,0,房间太旧，卫生间是很多锈迹，房间比较大，大床不错，我喜欢。  价格还可以，就是太旧了，不舒服，服务员水平差不多二十年前老国营的水平。  下次会换一家住。不过据说小姐不错，俺没试。
neg_3905,0,很一般的酒店……性价比一般……酒店是旧式房子，门感觉不太安全，洗手间相对来说还算装修的可以，只能算宾馆，不能称作酒店，隔音很差，环境很一般
neg_2617,0,建议不要入住！  简直就是2星级以下的宾馆。根本体会不到啥服务。只有嘈杂的人声。整个就是接待旅游会议团队的只顾赚钱的宾馆。  早上吃饭更是乱。吃个饭都不安宁。
neg_1191,0,酒店设施较陈旧，我们入住的房间紧靠厨房的排烟道，躁声非常大，要求调换房间，酒店答复晚9：30分餐厅就休息，不会影响休息。可是早晨5-6时，餐厅做早餐再次影响休息，酒店采取此种推委隐瞒的做法太不象话了。
neg_753,0,不知道是我早熟了还是怎么的，觉得内容很一般，而且有些写的太过现实，毕竟每个人的价值观和人生观不同，所以不是所有的观点都认同。看书还是要看视野宽一点的。说实话，看了这本书以后，我都不太在爱买韩国，日本这类作者的书来看，写的很窄，我推荐大家看看羽西的《中国淑女》和《中国绅士》，这才是使人真正心怀宽广的内容。
neg_3456,0,我订房间时提供了信用卡担保，酒店却擅自将我订的房间换掉，非常不愉快！
neg_303,0,已经付款2个多星期了，我还没收到书，怎么办？我是不小心点了收货确认的。留言投诉，也都没人理我。。。呜呜～
neg_3006,0,我很少做酒店点评，但这个酒店确实是我近年住的最差的酒店。地方非常不好找，大部份的士司机都找不到，太偏了。酒店房间很小，如果有两个人，连个行李都没地方放。卫生间漏水，马桶不通（我们两个房间都一样）。空调不管用，一个晚上卡卡的响，早餐极差。唯一好点就是边上有个公园，早餐爬走起来可走走。虽然那里面有一堆老人在晨练。  总体意见：在这个价位下，不值得入住。
neg_3513,0,"我在櫃台前排隊辦理退房,居然有其他房客直接到櫃台不遵守前後次序,而櫃台人員卻依然無所謂直接辦理該插隊房客退房手續,完全無視排隊秩序先後!真令我氣憤!同樣五星酒店,我老板住喜來登,當我們在喜來登酒店門口排隊等出租車時,有人也是插隊直接上出租車,但是喜來登門房立刻赳正該插隊客人並口氣溫和要求對方下車到正確位置排隊等候;難怪喜來登可以登上成都最佳酒店排行第一."
neg_616,0,我知道这套碟在当当卖得不错，但我仍然想说，一部好作品被糟糕了不仅次序混乱，而且糟糕的录像带画质让人惨不忍睹。。。又缺失了大量的内容，，唉，，，，，无语，，，，六区的正版厂商，你们什么时候能敬业些呢，，，
neg_3143,0,请不要相信携程上的照片，三张照片中第三张房间内的与事实还比较相近，第一张不知是什么地方，度假村环境虽然尚可，但绝对没有照片中那么美；第二张，相信是国际会议中心贵宾楼而不是度假村。
neg_246,0,因为喜欢这部戏所以更加期待原著，可这书盗版的无以复加，本人已经出离了愤怒，不带这么坑人的人！
neg_1484,0,在胡同里，不过还算好找。房价便宜，酒店设施简单，但还比较干净，离北京火车站很近，步行都可以。出胡同口就有小吃店，如果要离火车站近，可以选这。  补充点评 2008年4月21日 ： 之前给的点评错误，因为看错宾馆名字。北京东方和平宾馆这家酒店给我感觉不好，虽然地段好，就靠王府井大街，但退房速度慢，房间隔音不好，有味道，看上去不干净。下次不会去了。
neg_2302,0,还是房价贵了点，如果房价在200就可以了。
neg_3840,0,"很遗憾,不清楚万达集团用了什么装修材料,整个Hotel到处弥漫着刺鼻的油漆味,在我入住之前,已经有朋友警告过我,但我还是没有想到雅高集团的管理会疏忽到这样的地步,住进去以后只有打开"
neg_2752,0,普通的公寓房，服务水平差，不适合商旅人事入住。
neg_1257,0,房间奇型怪状，环境一般，厕所超大，床超小，价格较高，送餐居然还要收服务费，要不是如家客满，我才不会去住。
neg_3790,0,房门锁不上，冲凉房半透明-不适合带着孩子的家庭  补充点评 2008年5月17日 ： 半夜有骚扰电话。。。
neg_495,0,当初就是因为儿子喜欢汽车，加上这本书好评如潮，所以才决定买的。可是买来一个月了，他只翻了一次，就再也不肯看了。我本来以为这套书算是白买了，可最近儿子突然迷上了它，每天都要看两三遍，中午睡觉前和晚上睡觉前，都要看上一小会儿，成了必修课了。当然最爱看的就是《轱辘轱辘转》，他已经不满足我的讲述了，自己一边看着一边用小手指指点点地，一边说着“撞车了”，“轮子破了”，?大嘴巴垃圾车?......等等，那小模样可认真了。这套书成了我们家的图书宝贝。上次只评了两颗星，没办法改了，只好在这里给它一个大大的五星吧！另外我个人建议一下：有小男孩的家庭，年龄在2岁以上，就可以买给孩子看了，尤其是喜欢汽车的男孩子，买它就对了。
neg_2882,0,这家酒店的网络简直太差了，耽误了很多工作，换了几个房间，永远发不出邮件，打不开网页。
neg_1607,0,"酒店除了地理位置靠近火车站(50米)以外,没有任何可圈可点之处了,房间还算干净,但是设备和面积都不是很符合性价比, 卫生间的马桶还有时堵塞; 房费里包含的自助早餐更是差, 还没到早餐结束时间,所有的盘子就都空了, 只剩下咸菜和牛奶了...下次不会再住了."
neg_2928,0,客房和前台服务都不错  但酒店太陈旧，房间不如一般3星宾馆，阳台卫生间极小  位置也不好，花园泳池都很小  尤其要说的是  酒店花园里的餐厅，叫东海渔家还是东海渔村的  太黑了  市场8元一斤的海瓜子，他卖50元一斤，还少秤  味道也差  一盘炒黄瓜要18元  根本是露天排档的环境，桌子都脱漆摇晃了  很过分
neg_2181,0,"实在对不起四星的称呼!12月份在2--14度的气温下,只在晚上8点后才开空调!下半夜又关闭!投诉后还有理说是响应政府号召:节约能耗.这样的HOTEL朋友们您还敢入住吗?"
neg_929,0,"买之前也没见过这本书,听他们说的天花乱坠,翻了几页就够了,内容太粗糙了,韩国人特有的搞笑,我非常不喜欢..."
neg_883,0,"我在11月7日和11月9日各下了一个单, 11月9日下的单在11月20日收到了,可是11月7日下的单到今天还没收到,不知道是什么回事"
neg_2494,0,服务很差！！！服务员的态度很不好！环境也一般
neg_50,0,这本书的版本一般，不敢贸然说是盗版的，但是....貌似.....不过，看看罢了，这书，也没什么收藏的
neg_1312,0,1.服务意识太差，；通过携程订了一间大床房，进房间后，发现房间的地毯脏的实在不行，和值班经理交涉，要求换房。回答居然是：现在没有大床房，要么给你换豪华大床房，但要补差价，要么就是换标房。搞不懂怎么做服务行业的？由于自己的工作失误，给客人带来不便，好象是应该的，还很理直气壮。2.环境太吵 3.早餐只能用惨不忍睹来形容，不吃也罢。请大家还是远离的好！！！
neg_180,0,个人觉得不值得一买。不喜欢这种乱糟糟的画法。喜欢这本书的，大多是单身生活的女子，与其说是喜欢这本书，不如说是喜欢作者传达出来的态度，是单身生活让大家产生了共鸣。
neg_3285,0,"这个酒店真的不如照片所显示的那么好.如果有评0分或负分的话就更好了.谈谈我的这次入住吧.  12.1.中午到达酒店,1701房间,开门就能看到洗手间,入住后洗澡.于是噩梦发生了.一个漂亮的妹妹用她的房卡把房门打开了.于是我便赤裸裸的站在了她的面前,更糟糕的是她的男朋友还好奇地把头探了过来...  我把房门关好,然后致电前台,得到的回答是""我们需要合适您刚才说的情况"".好吧,我等,5分钟过去了,我在打电话到前台,""我们还没有查清楚"".我的神啊,我在洗澡时一个陌生的女人闯入我的房间,我要求酒店管理人员给我一个说法,你居然说要核实,我他妈的有必要骗你吗.  下楼,""请问1701房间的事情处理得怎么样了?""  说了四遍后,可爱的前台小姐告诉我,她不知道.于是我问紧挨着她的另一个,唯一的另一个服务员,她告诉我,是她接的电话,她们还在核实.  对不起,ctrip.我愤怒了.我要求见它们的领导,在我提出要求它们道歉,书面的.它们说它们的领导不在,我kao,站在我面前的四个人居然没有一个是领导.于是,咆哮.接着它们把我领到吧台后的房间,在房间里,我见到了它们的领导,一个母性的女人.承诺我会满足我的要求,但直到今天我没有见到它们的任何的人来给我一个说法,除了免一天房费,和一份水果外.  说房间吧.  床还可以.  房顶开裂非常厉害,有股奇怪的异味,我买了香水喷过才好些.  面盆在床头,非常的不舒服.  排风扇的声音不是一般的大.  洗手间设计非常不合理,洗澡时水会到处流,非常的不卫生.  要收费的项目的物品有消费陷阱.  我发誓,top star的酒店我是不会再住了.一群低劣的人是不会懂得如何定义酒店的."
neg_1742,0,承德历史和自然风景很美，但饭店服务方面、、不敢恭维  住宿：  1、房间 标间设施简陋但还算干净，可是房间总是有一股刺鼻的家具气味；另外房间木门变形，每次关门总要使劲儿才能关上，不仅声音巨大扰民，而且不容易上锁。  2、家具 明显老化，很多家具都掉漆了  3、环境 非常安静，适合住宿，没有杂七杂八的骚扰，能睡个好觉  餐饮：  在北京也吃过几家素斋，心想这里应该也不错吧！！嘿嘿、、、  首先菜单上素斋就2页，菜品单调，而且和荤菜和在一起，让人失望。  不过既然来了，那怎么也点上几个素斋尝尝，顺便叫了当地产的15元1瓶的精品啤酒，没想到菜上来后、、、其中一道素斋“糖醋里脊”，厨师糖搁多了变苦了，我和媳妇尝了没法吃，就希望退了或换菜。没想到麻烦来了：  先是服务员把菜撤回后厨又原样端回说这菜就这味儿；没辙叫领班商量，过一会儿，又一服务员冷冰冰的过来，问我们找领班什么事？我只好又解释一遍；等啊等，千呼万唤，领班终于出现了，问有什么问题，我又重复一遍。领班大人表情严肃地尝了一口，斩钉截铁的断言：“菜没问题，我们这就是这个味道！！！” 无言，我只有乖乖的结帐，拉着生了一肚子气的媳妇回房间。  这就是4星级酒店的服务，我只能在心中默念：“顾客是上帝，下次我决不到这住了。”
neg_315,0,每个人的看法可能都有所不同，也许还在围墙外的我没有用心去看者本书吧，也是听朋友介绍跟风买的，满新欢喜的拿到后一读觉得没有什么意思。情侣或夫妻两个人每家都有每家的故事与特点，我觉得只要用心就好了。。。。
neg_3010,0,"这是我住过最烂的酒店了,比招待所还差,外观看起来还好,一进去吓一跳,箱子只能往床下放!热水器还要自己烧水,都不是自动的!哎,厕所也看起来恐怖!反正就是差,差,差! 幸亏只定了一天,连澡都没洗,第2天一大早就换酒店了!"
neg_745,0,介绍说是很好，看了之后，名不副实，说教，空洞。没有实际的事例远远不如另外一本书《遇见未知的自己》好。
neg_3440,0,确实差的无法形容了！我是在华天没房的情况下定了两天房（华天的房间住过感觉也很脏），但康年房是我住过性价比最差的了，其他地方100的房都比他好。而我住的还是238的所谓豪华间了，宽带还要另收费，真没见过！！！结果第二天我就退了，没法再呆下去，转车到桂林过了一晚。
neg_1187,0,很破的酒店，根本不陪挂牌四星的标准，顶多就是一个2星还勉强。酒店就是一个巨大的娱乐场所，里面夜总会，桑拿应用尽有，晚上骚扰电话一个接一个。房间装修很老，电视竟然不看了。更搞笑的是，桌子上虽然有网线，但是没有插座，感情大家的笔记本都不需要充电了么。
neg_2601,0,"入住退房慢,电梯慢,超市破,房间旧,服务态度差!"
neg_3913,0,1、空调噪音大，换了两个房间都这样；  2、有蚊子；  3、内部空间较为凌乱。
neg_2251,0,本人通过携程预订8月13日入住并确认接机，晚上9点45分到机场后一个小时没人接机。联系携程工作人员时他们还说酒店已派人来接只是搞错了我的手机号码，笑话哪家酒店接机是不用举牌而是用手机联系的？而且之前几次入住该酒店都是举牌接机的，工作失误不可怕只是携程和酒店的人员一起来欺骗客户把客户当傻瓜实在是缺乏最基本的职业道德。
neg_1884,0,"只能说...恐怖...,特价房里面居然有两扇门，虽然大不太，但也让你睡不好..."
neg_4,0,只有口号，没有深度。杂乱无章，正是浪费我们的时间。不过可能针对的读者对象不一样。建议看国学，还是要看南怀瑾的。深度、广度、融会贯通、严谨谦逊的态度，在现在这些所谓做学问的人当中，已经很难找到像南怀瑾这样的人了。
neg_2744,0,在北京住过不下10多家酒店，也喜欢住公寓，从凯宾斯基到建国饭店，从京广到美华再到星城亮马，而这个是我住过的有史以来最差的一个酒店公寓。难怪价格不上不下，不是因为临时有事绝对不住，希望这里那么多好评语不是枪手  1、入口难找到要死不说，大堂感觉就是某个买小商品的商铺，check in 竟然要压证件，没有听说过，坚决不同意拿了我的证件去复印。私人住宿和旅客混杂，拖着箱子看着买菜回来的人一同电梯很奇怪。  2、半夜接到骚扰电话  3、房间设计装饰非常的“家常“，设施陈旧，非常像当年在江南古镇租住的农家房  3、住的房间刚好在过道口，声音那叫一个大阿，谁说的房间隔音？楼上住户的动静镇清楚啊  4、服务态度不好，和客人顶着说，铁板一样的语气。  5， 实在要找一优点出来的话：唯一就是小区里面比较安静，没有汽车闹声。
neg_3856,0,该酒店无论硬件还是软件都达不到4星级。院内停车要交费，房间小，装修档次低，房间床和电视机等档次太低，卫生间小且配套用品品种少档次低。与420元豪华房间价格及4星级酒店标准差距太大。如果挂牌4星，山东旅游局相关人员肯定受贿了。给曲阜，给山东丢脸，有骗人之嫌。
